name,category,latitude,longitude,address,phone,website,google_maps_url,rating,review_count,price_level,hours,open_now,types,place_id
Hotel Cristal Mazunte,Hotels,15.6700263,-96.5514249,"AV ARROYO 24 F JAVIER MINA A L MATEOS, 70949 Mazunte, Oax., Mexico",958 187 8587,https://www.hotelcasacristal.com/,https://maps.google.com/?cid=15336117753953093183,5,12,N/A,N/A,Unknown,,ChIJJ4VDZwApuYURP4bvzdfV1NQ
La Sábila Mazunte,Hotels,15.6646557,-96.5563414,"Calle Playa Rinconcito s/n entrada por El Pescador, 70947 Mazunte, Oax., Mexico",958 119 1547,http://www.lasabilamazunte.com/,https://maps.google.com/?cid=13809920071946928993,4.5,73,N/A,N/A,Unknown,,ChIJ8zHFUJ0puYURYQPvKCOxpr8
Bajo Las Estrellas,Hotels,15.6668924,-96.5501626,"Avenida Principal, 70947 Mazunte, Oax., Mexico",958 116 1686,N/A,https://maps.google.com/?cid=9216468830288160264,4.2,107,N/A,N/A,Unknown,,ChIJJ4n6cjwpuYURCCbJ-JF5538
Casa Yoo Bigu Mazunte,Hotels,15.6675984,-96.5506297,"C. Tamarindos S/N, 70947 Mazunte, Oax., Mexico",958 109 8308,https://hotels.cloudbeds.com/reservation/gKdZ4n,https://maps.google.com/?cid=16567515933744089381,4.2,113,N/A,N/A,Unknown,,ChIJa8TdQ5ApuYURJclwmfaj6-U
La Playa Hostel,Hotels,15.6650537,-96.5549411,"70947 Mazunte, Oax., Mexico",958 131 5533,N/A,https://maps.google.com/?cid=2161162644888581895,4.2,57,N/A,N/A,Unknown,,ChIJs0O9VvUpuYURB3dtpvn9_R0
Casa H Rinconcito Mazunte,Hotels,15.6662088,-96.5558353,"Rinconcito SN Mazunte, 70947 Oaxaca, Oax., Mexico",958 106 4481,https://casahrinconcitomazunte.com/,https://maps.google.com/?cid=3667599010964529160,4.2,17,N/A,N/A,Unknown,,ChIJMUQ_0IApuYURCGAdY97t5TI
Hotel Pochote,Hotels,15.6676937,-96.5546272,"AVENIDA PRINCIPAL EL MAZUNTE, 70946 Santa María Tonameca, Oax., Mexico",958 106 0700,http://www.hotelpochote.com/,https://maps.google.com/?cid=15173526229092227654,4,124,N/A,N/A,Unknown,,ChIJ4cfhIBYouYURRloda7Yxk9I
Posada luna y sol,Hotels,15.6650552,-96.5561371,"Rinconcito, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16370635379595154640,4.2,46,N/A,N/A,Unknown,,ChIJZZNDFj4ouYUR0BQ2dCQuMOM
Posada del Centro Mazunte Rinconcito,Hotels,15.6675648,-96.55589700000002,"00810 callejo del, duende, 70947 Mazunte, Oax., Mexico",55 2175 9028,N/A,https://maps.google.com/?cid=7789250818077056234,4,7,N/A,N/A,Unknown,,ChIJj4rx2ycpuYUR6lznjVn6GGw
YAM HOTEL,Hotels,15.6680687,-96.5550722,"Las Flores, 70947 Mazunte, Oax., Mexico",958 116 6138,N/A,https://maps.google.com/?cid=1725392177986732942,4.8,30,N/A,N/A,Unknown,,ChIJ-W3acAApuYURjgMjWwvT8Rc
Casa NAU Mazunte,Hotels,15.6656369,-96.5549995,"Barrita esquina palma real Mazunte, 70947 Tonameca, Oax., Mexico",958 143 7518,https://www.casanaumazunte.com/,https://maps.google.com/?cid=6428293229223518731,4.8,33,N/A,N/A,Unknown,,ChIJh5SJXkcpuYURC6LqJ6LiNVk
H20 Hotel Container,Hotels,15.6678276,-96.539569,"Carretera San Antonio - puerto ángel, calle principal, 70947 San Agustinillo, Oax., Mexico",958 107 3202,http://www.h20hotelcontainer.com/,https://maps.google.com/?cid=3616561171142205830,4.9,31,N/A,N/A,Unknown,,ChIJyyVrDxYpuYURhuFmSjmbMDI
Hotel Ave Fenix,Hotels,15.6703138,-96.55657939999999,"C. Caoba, 70949 Mazunte, Oax., Mexico",771 318 1847,N/A,https://maps.google.com/?cid=12547362202143663837,4.7,11,N/A,N/A,Unknown,,ChIJezRePAApuYUR3abvrnEvIa4
Casa Lú Mazunte Hotel Boutique - Adults Only,Hotels,15.6655969,-96.552864,"Golfina 1, 70949 Mazunte, Oax., Mexico",958 229 6814,N/A,https://maps.google.com/?cid=11086225514174763851,4.4,96,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJAyN14-opuYURS1NCKF4v2pk
Casa de Kai Mazunte,Hotels,15.6670412,-96.55566499999999,"Frente a Lavandería Vicky, Rinconcito SN, 70949 Mazunte, Oax., Mexico",55 7919 3282,https://airbnb.com/h/casadekaimazunte2,https://maps.google.com/?cid=5702477251822321174,4.9,12,N/A,N/A,Unknown,,ChIJqdcJV_opuYURFn6d9thEI08
Cabañas La Escondida,Hotels,15.6659614,-96.5557793,"Calle rinconcito S/N frente al, Camino Al Panteón, 70947 Mazunte, Oax., Mexico",951 509 9100,https://cabañaslaescondida.com/,https://maps.google.com/?cid=16802381087699235186,4.8,75,N/A,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,False,,ChIJeaGkDT4ouYURcvENkZMMLuk
Pakal Hostal,Hostels,15.6755436,-96.5689173,"Camino playa ventanilla s/n, El Zapotal, 70946 Oax., Mexico",954 132 3223,N/A,https://maps.google.com/?cid=16666070372241858638,4.5,50,N/A,Monday: Closed | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,False,,ChIJ90oG6AQouYURTmAj87PGSec
Hostal Alma Turquesa,Hostels,15.6655434,-96.5549964,"La Barrita esquina, Palma Real, 70947 Mazunte, Oax., Mexico",55 3500 3534,N/A,https://maps.google.com/?cid=10908601364705424973,4.8,78,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJc2aKZT4ouYURTbabGyUjY5c
Hostal Casa del Angel,Hostels,15.6696338,-96.5576461,"Calle Principal Número 99, 70947 Mazunte, Oax., Mexico",55 3045 4050,https://hostalcasadelangel.com.mx/,https://maps.google.com/?cid=12468753301301622047,4.1,92,N/A,N/A,Unknown,,ChIJlW2opjYpuYURH_UPtBDpCa0
Punta Sur - Cabañas,Hostels,15.6617175,-96.5600917,"Cam. a Playa Mermejita, Punta Sur, 70947 Mazunte, Oax., Mexico",958 219 3216,N/A,https://maps.google.com/?cid=18427087768985573672,5,3,N/A,N/A,Unknown,,ChIJj7QJQEMpuYURKJlU67Equv8
Hostal Mezcalito,Hostels,15.6704976,-96.573236,"70947 Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=14033480165480691008,4.3,12,N/A,N/A,Unknown,,ChIJszIiGOYpuYURQHX3odvvwMI
Posada el Secreto,Hostels,15.6676336,-96.554721,"México 175, 70947 Mazunte, Oax., Mexico",777 712 2418,N/A,https://maps.google.com/?cid=14801664477979279126,4.3,27,N/A,N/A,Unknown,,ChIJO6jnPXcpuYURFv94jmsTas0
Centro Mexicano de la Tortuga,Tourist Attractions,15.6665709,-96.5519087,"Av. Principal S/N, Centro, 70947 Mazunte, Oax., Mexico",958 100 2827,https://tortugasmazunte.org/,https://maps.google.com/?cid=8604467778366607269,4.4,3700,N/A,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 2:00 PM,False,,ChIJ3SuPg84puYURpQ_WIts1aXc
TOURS MAZUNTE OCÉANO MAGICO,Tourist Attractions,15.6649803,-96.5545015,"Mazunte magico, Carey, 70946 Pochutla, Oax., Mexico",958 587 8731,https://www.instagram.com/tours_mazunte_oceano_magico?igsh=ZzFmdjRkaDBibWJz,https://maps.google.com/?cid=8657826276467434121,5,880,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJsTIbJ_wpuYURiWLilyDHJng
Playa Mazunte,Tourist Attractions,15.6642976,-96.5546359,"México 175 26, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=15677470309350457127,4.7,7116,N/A,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,False,,ChIJSw4pvz4ouYURJz-R_S6Qkdk
Scooter for rent,Tourist Attractions,15.6660706,-96.5535275,"rumbo a zipolite, Principal Supermanzana salida, 70944 San Agustinillo, Oax., Mexico",958 116 2460,N/A,https://maps.google.com/?cid=4298035516399772806,4.8,25,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJNebHmjspuYURhmQFu4ewpTs
Tours embarcación Mazunte 2002,Tourist Attractions,15.6639263,-96.55565209999999,"70947 Mazunte, Oax., Mexico",958 138 2956,N/A,https://maps.google.com/?cid=9760230092868985898,5,1,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJAaG6JwApuYURKqSIu45Nc4c
YINO TOURS MAZUNTE,Tourist Attractions,15.6638651,-96.55569919999999,"Mazunte, 70947 Pochutla, Oax., Mexico",56 3577 0828,N/A,https://maps.google.com/?cid=14714126283532728804,5,127,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJyV_riT8puYUR5Pk0ZuUTM8w
Secret 5G Tower,Tourist Attractions,15.6638449,-96.5557094,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16677705519186760950,N/A,N/A,N/A,N/A,Unknown,,ChIJN5f3WQApuYUR9tSys84cc-c
Maui experiences,Tourist Attractions,15.6659314,-96.5559016,"Rinconcito, 70947 Mazunte, Oax., Mexico",958 136 0089,N/A,https://maps.google.com/?cid=5900476854721650256,2,1,N/A,N/A,Unknown,,ChIJAzXIzkIpuYURUB4Z82-04lE
Letras Mazunte,Tourist Attractions,15.6672559,-96.55367799999999,"México 175 26, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=3934642662461341248,4.5,30,N/A,N/A,Unknown,,ChIJ4RwxgfEpuYURQP4apqeomjY
Playa Schiavon,Tourist Attractions,15.6625743,-96.5561906,"MC7V+2G, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=1620928674985475628,N/A,N/A,N/A,N/A,Unknown,,ChIJ4WO0VAApuYURLP7AtgqyfhY
Playa del Lalo,Tourist Attractions,15.6648331,-96.5502491,"Cerrada del Museo S/N-70946, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=9611346140849789152,4.7,6,N/A,N/A,Unknown,,ChIJdfOQGQApuYUR4FisWmRcYoU
Mazunte,Tourist Attractions,15.6612081,-96.55623179999999,"MC6V+FG, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16080001387550735877,4.8,377,N/A,N/A,Unknown,,ChIJkS4gx3cpuYURBf6_BBGkJ98
Bifurcación de camino,Tourist Attractions,15.6625556,-96.5579068,"MC7R+2R, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=5892223584021274315,4.1,8,N/A,N/A,Unknown,,ChIJoX1zZAApuYURy17EniFixVE
Playa Elefante,Tourist Attractions,15.6643825,-96.5473067,Mexico,N/A,N/A,https://maps.google.com/?cid=11958225253062179770,4.8,85,N/A,N/A,Unknown,,ChIJY62uy7spuYURunvgoIIm9KU
Playa Los peces,Tourist Attractions,15.6611823,-96.5595953,"MC6R+F5, Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=17196179631998711913,N/A,N/A,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJtUBmGL0puYURaTgXG0Qape4
TTP Secret Naked Cove,Tourist Attractions,15.6612953,-96.55978069999999,"MC6R+G3, Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=13537966545737592238,5,1,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJs1dWZcopuYURrq3Pm9iE4Ls
TTP Sunset Cove,Tourist Attractions,15.661295,-96.559781,"MC6R+G3, Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=12874277228458100246,2.3,3,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJu2P1PDMpuYURFkYlru2eqrI
Punta del pescador,Tourist Attractions,15.6605076,-96.5592949,"Santa María Tonameca, Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=17335325467304998360,4.9,15,N/A,N/A,Unknown,,ChIJpV_wPW0puYUR2DV_gKpyk_A
Punta Cometa,Tourist Attractions,15.658116,-96.5561723,"Cam. a Playa Mermejita, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=8536800126312990553,4.9,4316,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJHSKCLEAouYURWUdlJ3zOeHY
Xipiteca,Museums,15.6632736,-96.5601823,"MC7Q+8W, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=4153049865058544815,4.8,12,N/A,N/A,Unknown,,ChIJcX_6FAApuYURr2xMNdmYojk
Casa hashi,Museums,15.6693788,-96.53094999999999,"Calle montaña, C. La Blanca Aragon SN-A, 70946 San Antonio, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=500127857173948973,N/A,N/A,N/A,N/A,Unknown,,ChIJe41EbQApuYURLWoh5aLP8AY
Playa La Ventanilla,Beaches,15.6691438,-96.5750277,"Playa La Ventanilla, 70947 Santa María Tonameca, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=14293846568665715366,4.8,266,N/A,N/A,Unknown,,ChIJLUep_AgouYURppJB37jxXcY
Playa Mermejita,Beaches,15.6634594,-96.56449339999999,"Playa Mermejita, Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=7699740554541691599,4.7,422,N/A,N/A,Unknown,,ChIJo5afrBMouYURz3IgSD352mo
Playa San Agustinillo,Beaches,15.6653474,-96.54328369999999,"Playa San Agustinillo, Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=603998435613617069,4.8,690,N/A,N/A,Unknown,,ChIJL4hL4jYouYURrSukh2DVYQg
Mazunte,Beaches,15.6649026,-96.552819,"Mazunte, Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=15068424920817933686,4.8,503,N/A,N/A,Unknown,,ChIJbc54wT4ouYURdh3_KaHMHdE
Beach Bikes Mazunte,Beaches,15.667844,-96.55572389999999,"Rinconcito, 70947 Mazunte, Oax., Mexico",56 2652 6220,https://instagram.com/crownagencymx,https://maps.google.com/?cid=9438386282006063768,N/A,N/A,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJA9Uvtq0puYURmCrkF1Hi-4I
Casablanca Surf & Beach Bar,Beaches,15.6655635,-96.5463377,"70947 San Agustinillo, Oax., Mexico",958 142 5027,N/A,https://maps.google.com/?cid=2718772623507626786,5,4,N/A,Monday: 10:00 AM – 6:30 PM | Tuesday: 10:00 AM – 6:30 PM | Wednesday: 10:00 AM – 6:30 PM | Thursday: 10:00 AM – 6:30 PM | Friday: 10:00 AM – 6:30 PM | Saturday: 10:00 AM – 6:30 PM | Sunday: 10:00 AM – 6:30 PM,False,,ChIJsdgEZr0puYURIps64UsFuyU
Rinconcito,Beaches,15.6633037,-96.5559674,"Rinconcito, 70947 Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=4464319183141516370,4.7,1364,N/A,N/A,Unknown,,ChIJ0yCHyT8ouYURUrQc46Ry9D0
Playa Camarón,Beaches,15.662911,-96.52576630000002,"Playa Camarón, Corredor Bahia Camaron, 70947 Oax., Mexico",N/A,http://www.playasmexico.com.mx/,https://maps.google.com/?cid=7451452218415906739,3.9,27,N/A,N/A,Unknown,,ChIJgcnEEsgpuYURs_95K1DgaGc
"CASA MYA ""BEACH HOUSE OAXACA """,Beaches,15.6753027,-96.56885179999999,"Santa María Tonameca, 70947 Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=13414381978441563277,5,3,N/A,N/A,Unknown,,ChIJBYm1VAApuYURjTxpQlZ1Kbo
Alba Beach Club,Beaches,15.6656521,-96.5454668,"Avenida Principal San Agustinillo dentro de Hotel Buda Tortuga, 70946 San gustinillo, 70985 OAXACA, Oax., Mexico",222 511 6748,N/A,https://maps.google.com/?cid=16991513982244283625,4.2,20,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,False,,ChIJT9g7d4IpuYUR6eTAI_H7zes
Camping Soleni Mazunte,Beaches,15.6626078,-96.56022379999999,"Frente hotel el copal, Cam. a Playa Mermejita, 70947 Mazunte, Oax., Mexico",55 6219 8223,https://www.facebook.com/profile.php?id=61551604601596&mibextid=LQQJ4d,https://maps.google.com/?cid=15407010010743318920,5,62,N/A,N/A,Unknown,,ChIJc4ffjsYpuYURiCk-lfmx0NU
Casa Ukiyo Hotel Boutique,Beaches,15.6660177,-96.53795,"Rancho Las Hamacas, 70947 San Agustinillo, Oax., Mexico",56 2640 7872,https://stayukiyo.com/,https://maps.google.com/?cid=2754600908849528974,5,23,N/A,N/A,Unknown,,ChIJDT_xYGopuYURjsDxne5OOiY
El Manzano Zapotal Santa María Tonameca,Viewpoints,15.6833711,-96.57489389999999,"70947 Santa María Tonameca, Oaxaca, Mexico",958 130 4899,N/A,https://maps.google.com/?cid=13214543945918021803,3.7,3,N/A,N/A,Unknown,,ChIJT8EM2AEouYURq4A7hbR9Y7c
Los Pochotes Eco Lodge,Viewpoints,15.669613,-96.56323650000002,"Unnamed Road, 70947 Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16559664587943543999,5,5,N/A,N/A,Unknown,,ChIJGaujNLkpuYURv4T9szS_z-U
Meditation hill of Shambhala,Viewpoints,15.6624875,-96.5241921,"C. Arco Iris 6, Agua Marina, 70904 Playa Zipolite, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=13575961395268291206,4.3,6,N/A,N/A,Unknown,,ChIJ8eCYmsopuYURhgpi4fWAZ7w
Rinconando Renta de Scooters,Shops,15.667322,-96.5558137,"Rinconcito, 70947 Mazunte, Oax., Mexico",958 142 2294,N/A,https://maps.google.com/?cid=308900224397157241,3.6,7,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJkXyYxjQpuYUReSM7Eh5vSQQ
Tortilleria Maya,Shops,15.6689533,-96.5533189,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=11908232342410894238,4.8,4,N/A,N/A,Unknown,,ChIJISPBG5MpuYURnhs4EDmKQqU
Lichita,Shops,15.6668033,-96.5511868,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=12027800934495616140,4.3,4,N/A,N/A,Unknown,,ChIJwXnMZ2cpuYURjPy4UTlV66Y
Restaurante sahuaro,Shops,15.6676798,-96.55453999999999,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=15712029905158058126,N/A,N/A,N/A,N/A,Unknown,,ChIJI0q0XwApuYURjrBC7fNXDNo
Marquesitas Mi Dulce Tentación,Shops,15.6680629,-96.5555055,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=17431257741540039469,5,1,N/A,Monday: 6:00 – 10:30 PM | Tuesday: 6:00 – 10:30 PM | Wednesday: 6:00 – 10:30 PM | Thursday: 6:00 – 10:30 PM | Friday: 6:00 – 10:30 PM | Saturday: 6:00 – 10:30 PM | Sunday: 6:00 – 10:30 PM,False,,ChIJTZraRwApuYURLZvFqI9E6PE
Por Siempre Tatuajes,Shops,15.6668063,-96.5510891,"a unos metros del museo de la tortuga, Calle Principal S/N, 70947 Mazunte, Oax., Mexico",958 111 8523,https://www.instagram.com/por_siempre_tatuajes?igsh=bjByeHcwOHRsM3Vh&utm_source=qr,https://maps.google.com/?cid=12558338922891390207,5,8,N/A,Monday: 12:00 AM – 7:00 PM | Tuesday: 12:00 AM – 7:00 PM | Wednesday: 12:00 AM – 7:00 PM | Thursday: 12:00 – 7:00 PM | Friday: 12:00 – 7:00 PM | Saturday: 12:00 – 7:00 PM | Sunday: Closed,True,,ChIJ8xfwajQpuYUR_yzno7YuSK4
AlmaArte Boutique,Shops,15.6671223,-96.54816919999999,"El órgano, 70946 Mazunte, Oax., Mexico",958 119 4111,https://almaarte.design.and.art/,https://maps.google.com/?cid=10808204942572821908,5,13,N/A,N/A,Unknown,,ChIJW6UeIswpuYURlJ2shSF1_pU
Estrella Fugaz,Shops,15.6641216,-96.55575999999999,"Rinconcito SN, 70947 Mazunte, Oax., Mexico",958 113 2895,https://airbnb.com/h/estrellaloftmazunte,https://maps.google.com/?cid=2141759933868501878,4,882,$$,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,False,,ChIJG0JVNj4ouYURdmtl9E8PuR0
Tienda Ecologica,Shops,15.6678066,-96.554887,"av. paseo de entre la Barrita y el Desarrollo, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=4068450423217031092,5,2,N/A,N/A,Unknown,,ChIJkbDvHhspuYURtIcjthoKdjg
Casa Mazunteña,Shops,15.6694851,-96.55722,"calle, 70946 Mazunte, Oax., Mexico",55 4851 7111,http://casamazunteña.com/,https://maps.google.com/?cid=11934082026909063879,4.5,29,N/A,N/A,Unknown,,ChIJaZ0lqK4puYURx9pJvl9gnqU
El tapanco,Shops,15.6667432,-96.55562429999999,"La Catrina 5, El panteon, 70946 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=11204060040535357664,5,1,N/A,N/A,Unknown,,ChIJa62Tf6IpuYUR4DhCxj7RfJs
SAMBODHI SHOP,Shops,15.6649476,-96.55719719999999,"70949 Cerrada la catrina 1 cam a, Cam. Mermejita, 70949 Mazunte, Oax., Mexico",984 178 9132,https://instagram.com/sambodhi.shop?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=17893323783805356259,5,20,N/A,Monday: 1:00 – 9:00 PM | Tuesday: 1:00 – 9:00 PM | Wednesday: Closed | Thursday: 1:00 – 9:00 PM | Friday: 1:00 – 9:00 PM | Saturday: 1:00 – 9:00 PM | Sunday: Closed,False,,ChIJa5Pii3YpuYUR40jEsC3bUfg
Helados Terra Nieve Mazunte,Shops,15.6678463,-96.5557721,"Rinconcito, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=928500418656608352,5,1,N/A,Monday: Closed | Tuesday: Closed | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,False,,ChIJpWU5BPMpuYURYCDUGzay4gw
Madre Sierra,Shops,15.6660276,-96.5558325,"calle rinconcito sin numero, 70947 Mazunte, Oax., Mexico",N/A,https://www.madresierramx.com/,https://maps.google.com/?cid=6195489209082370327,4.7,7,N/A,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: Closed | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,False,,ChIJ-e461qkpuYURF9keTZzM-lU
La Cabañita,Shops,15.6661545,-96.5422001,"Dom. conocido, 70947 San Agustinillo, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=11157866365051463099,N/A,N/A,N/A,N/A,Unknown,,ChIJ405GPQApuYURu-UrlFe02Jo
Tienda De Cosmeticos Mazunte,Shops,15.6679914,-96.55644939999999,"México 175 26, 70947 Mazunte, Oax., Mexico",958 128 3922,http://www.cosmeticosmazunte.com/,https://maps.google.com/?cid=9149954670761107113,4.4,465,N/A,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 10:00 AM – 2:00 PM,False,,ChIJg08ijT0ouYURqV6kZUsr-34
Helados tortuga marina / sea turtle icecream,Shops,15.666772,-96.55138629999999,"Carretera san Antonio - puerto angel, 70947 Mazunte, Oax., Mexico",962 111 6833,N/A,https://maps.google.com/?cid=2438913196010857495,4.5,50,N/A,Monday: 11:00 AM – 9:30 PM | Tuesday: 11:00 AM – 9:30 PM | Wednesday: 11:00 AM – 9:30 PM | Thursday: 11:00 AM – 9:30 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:30 PM,False,,ChIJMeUvTqYpuYURF2Q9PqHC2CE
"Mercado Orgánico, Mazunte",Markets,15.668046,-96.55693219999999,"México 175, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=12864020639281751563,4.7,29,N/A,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: 9:00 AM – 3:00 PM,False,,ChIJNz86-hYpuYURC6aua50uhrI
